SURVEYDATE,HAULOUTSITE,HG,PV,HGORPV,TOTALSEALS,HAULOUTSITECODE,HAULOUTAREA,HAULOUTAREACODE,LAT,LON
3/28/2014,Muskeget Shoals,2445,2,0,2447,28,Muskeget,4,41.32808667,-70.31876306
4/14/2014,Muskeget Shoals,2179,0,0,2179,28,Muskeget,4,41.32808667,-70.31876306
5/13/2014,Muskeget Shoals,2127,0,7,2134,28,Muskeget,4,41.32808667,-70.31876306
6/11/2014,Muskeget Shoals,457,0,14,471,28,Muskeget,4,41.32808667,-70.31876306
7/10/2014,Muskeget Shoals,129,0,0,129,28,Muskeget,4,41.32808667,-70.31876306
8/8/2014,Muskeget Shoals,17,0,0,17,28,Muskeget,4,41.32808667,-70.31876306
9/5/2014,Muskeget Shoals,263,0,0,263,28,Muskeget,4,41.32808667,-70.31876306
10/6/2014,Muskeget Shoals,254,0,0,254,28,Muskeget,4,41.32808667,-70.31876306
11/4/2014,Muskeget Shoals,121,0,0,121,28,Muskeget,4,41.32808667,-70.31876306
12/2/2014,Muskeget Shoals,509,0,0,509,28,Muskeget,4,41.32808667,-70.31876306
2/1/2015,Muskeget Shoals,138,0,0,138,28,Muskeget,4,41.32808667,-70.31876306
2/24/2015,Muskeget Shoals,161,1,0,162,28,Muskeget,4,41.32808667,-70.31876306
3/24/2015,Muskeget Shoals,1771,0,0,1771,28,Muskeget,4,41.32808667,-70.31876306
4/15/2015,Muskeget Shoals,1081,1,0,1082,28,Muskeget,4,41.32808667,-70.31876306
5/13/2015,Muskeget Shoals,1614,0,14,1628,28,Muskeget,4,41.32808667,-70.31876306
6/10/2015,Muskeget Shoals,233,16,21,270,28,Muskeget,4,41.32808667,-70.31876306
7/29/2015,Muskeget Shoals,30,0,0,30,28,Muskeget,4,41.32808667,-70.31876306
8/26/2015,Muskeget Shoals,222,0,0,222,28,Muskeget,4,41.32808667,-70.31876306
9/24/2015,Muskeget Shoals,290,0,0,290,28,Muskeget,4,41.32808667,-70.31876306
10/24/2015,Muskeget Shoals,502,0,6,508,28,Muskeget,4,41.32808667,-70.31876306
11/7/2015,Muskeget Shoals,91,0,0,91,28,Muskeget,4,41.32808667,-70.31876306
12/7/2015,Muskeget Shoals,457,0,0,457,28,Muskeget,4,41.32808667,-70.31876306
1/30/2014,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
2/25/2014,Nantucket Harbor Jetties - East,0,67,0,67,30,Nantucket,4,41.302978,-70.0996846
3/28/2014,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
4/14/2014,Nantucket Harbor Jetties - East,0,50,0,50,30,Nantucket,4,41.302978,-70.0996846
5/13/2014,Nantucket Harbor Jetties - East,0,5,0,5,30,Nantucket,4,41.302978,-70.0996846
6/11/2014,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
7/10/2014,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
8/8/2014,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
9/5/2014,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
10/6/2014,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
11/4/2014,Nantucket Harbor Jetties - East,0,50,0,50,30,Nantucket,4,41.302978,-70.0996846
12/2/2014,Nantucket Harbor Jetties - East,0,6,0,6,30,Nantucket,4,41.302978,-70.0996846
2/1/2015,Nantucket Harbor Jetties - East,0,8,0,8,30,Nantucket,4,41.302978,-70.0996846
2/24/2015,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
3/24/2015,Nantucket Harbor Jetties - East,0,85,0,85,30,Nantucket,4,41.302978,-70.0996846
4/15/2015,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
5/13/2015,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
6/10/2015,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
7/29/2015,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
8/26/2015,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
9/24/2015,Nantucket Harbor Jetties - East,0,0,0,0,30,Nantucket,4,41.302978,-70.0996846
10/24/2015,Nantucket Harbor Jetties - East,0,4,0,4,30,Nantucket,4,41.302978,-70.0996846
11/7/2015,Nantucket Harbor Jetties - East,0,115,0,115,30,Nantucket,4,41.302978,-70.0996846
12/7/2015,Nantucket Harbor Jetties - East,0,244,0,244,30,Nantucket,4,41.302978,-70.0996846
1/30/2014,Nantucket Harbor Jetties - West,0,0,2,2,29,Nantucket,4,41.303295,-70.102733
2/25/2014,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
3/28/2014,Nantucket Harbor Jetties - West,0,45,0,45,29,Nantucket,4,41.303295,-70.102733
4/14/2014,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
5/13/2014,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
6/11/2014,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
7/10/2014,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
8/8/2014,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
9/5/2014,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
10/6/2014,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
11/4/2014,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
12/2/2014,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
2/1/2015,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
2/24/2015,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
3/24/2015,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
4/15/2015,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
5/13/2015,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
6/10/2015,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
7/29/2015,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
8/26/2015,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
9/24/2015,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
10/24/2015,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
11/7/2015,Nantucket Harbor Jetties - West,0,0,0,0,29,Nantucket,4,41.303295,-70.102733
12/7/2015,Nantucket Harbor Jetties - West,0,8,0,8,29,Nantucket,4,41.303295,-70.102733
1/30/2014,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
2/25/2014,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
3/28/2014,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
4/14/2014,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
5/13/2014,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
6/11/2014,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
7/10/2014,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
8/8/2014,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
9/5/2014,Nauset Marsh,800,0,0,800,35,Seashore,10,41.832,-69.9532
10/6/2014,Nauset Marsh,1459,0,0,1459,35,Seashore,10,41.832,-69.9532
11/4/2014,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
12/2/2014,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
2/1/2015,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
2/24/2015,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
3/24/2015,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
4/15/2015,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
5/13/2015,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
6/10/2015,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
7/29/2015,Nauset Marsh,1119,0,0,1119,35,Seashore,10,41.832,-69.9532
8/26/2015,Nauset Marsh,816,0,0,816,35,Seashore,10,41.832,-69.9532
9/24/2015,Nauset Marsh,1559,0,14,1573,35,Seashore,10,41.832,-69.9532
10/24/2015,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
11/7/2015,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
12/7/2015,Nauset Marsh,0,0,0,0,35,Seashore,10,41.832,-69.9532
1/30/2014,Nomans Island,548,171,0,719,6,Nomans,3,41.26333333,-70.81166667
2/25/2014,Nomans Island,342,21,3,366,6,Nomans,3,41.26333333,-70.81166667
3/28/2014,Nomans Island,975,251,11,1237,6,Nomans,3,41.26333333,-70.81166667
4/14/2014,Nomans Island,827,86,0,913,6,Nomans,3,41.26333333,-70.81166667
5/13/2014,Nomans Island,458,16,2,476,6,Nomans,3,41.26333333,-70.81166667
6/11/2014,Nomans Island,23,0,4,27,6,Nomans,3,41.26333333,-70.81166667
7/10/2014,Nomans Island,3,0,0,3,6,Nomans,3,41.26333333,-70.81166667
8/8/2014,Nomans Island,0,0,0,0,6,Nomans,3,41.26333333,-70.81166667
9/5/2014,Nomans Island,0,0,0,0,6,Nomans,3,41.26333333,-70.81166667
10/6/2014,Nomans Island,9,2,1,12,6,Nomans,3,41.26333333,-70.81166667
11/4/2014,Nomans Island,326,9,0,335,6,Nomans,3,41.26333333,-70.81166667
12/2/2014,Nomans Island,159,0,5,164,6,Nomans,3,41.26333333,-70.81166667
2/1/2015,Nomans Island,495,24,0,519,6,Nomans,3,41.26333333,-70.81166667
2/24/2015,Nomans Island,628,0,4,632,6,Nomans,3,41.26333333,-70.81166667
3/24/2015,Nomans Island,878,18,3,899,6,Nomans,3,41.26333333,-70.81166667
4/15/2015,Nomans Island,702,5,1,708,6,Nomans,3,41.26333333,-70.81166667
5/13/2015,Nomans Island,143,5,2,150,6,Nomans,3,41.26333333,-70.81166667
6/10/2015,Nomans Island,0,0,0,0,6,Nomans,3,41.26333333,-70.81166667
7/29/2015,Nomans Island,0,0,0,0,6,Nomans,3,41.26333333,-70.81166667
8/26/2015,Nomans Island,18,0,0,18,6,Nomans,3,41.26333333,-70.81166667
9/24/2015,Nomans Island,0,0,0,0,6,Nomans,3,41.26333333,-70.81166667
10/24/2015,Nomans Island,238,16,3,257,6,Nomans,3,41.26333333,-70.81166667
11/7/2015,Nomans Island,136,23,2,161,6,Nomans,3,41.26333333,-70.81166667
12/7/2015,Nomans Island,591,173,12,776,6,Nomans,3,41.26333333,-70.81166667
1/30/2014,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
2/25/2014,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
3/28/2014,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
4/14/2014,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
5/13/2014,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
6/11/2014,South Beach,889,0,8,897,12,Chatham,5,41.61,-69.98166667
7/10/2014,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
8/8/2014,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
9/5/2014,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
10/6/2014,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
11/4/2014,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
12/2/2014,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
2/1/2015,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
2/24/2015,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
3/24/2015,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
4/15/2015,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
5/13/2015,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
6/10/2015,South Beach,27,0,0,27,12,Chatham,5,41.61,-69.98166667
6/10/2015,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
7/29/2015,South Beach,129,0,0,129,12,Chatham,5,41.61,-69.98166667
8/26/2015,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
9/24/2015,South Beach,1290,0,0,1290,12,Chatham,5,41.61,-69.98166667
10/24/2015,South Beach,1637,0,0,1637,12,Chatham,5,41.61,-69.98166667
11/7/2015,South Beach,2676,2,2,2680,12,Chatham,5,41.61,-69.98166667
12/7/2015,South Beach,0,0,0,0,12,Chatham,5,41.61,-69.98166667
1/30/2014,Tuckernuck Island,3,0,0,3,8,Muskeget,4,41.3,-70.25666667
2/25/2014,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
3/28/2014,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
4/14/2014,Tuckernuck Island,8,0,0,8,8,Muskeget,4,41.3,-70.25666667
5/13/2014,Tuckernuck Island,834,58,5,897,8,Muskeget,4,41.3,-70.25666667
6/11/2014,Tuckernuck Island,43,0,23,66,8,Muskeget,4,41.3,-70.25666667
7/10/2014,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
8/8/2014,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
9/5/2014,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
10/6/2014,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
11/4/2014,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
12/2/2014,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
2/1/2015,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
2/24/2015,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
3/24/2015,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
4/15/2015,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
5/13/2015,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
6/10/2015,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
7/29/2015,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
8/26/2015,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
9/24/2015,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
10/24/2015,Tuckernuck Island,0,0,0,0,8,Muskeget,4,41.3,-70.25666667
11/7/2015,Tuckernuck Island,658,1,4,663,8,Muskeget,4,41.3,-70.25666667
12/7/2015,Tuckernuck Island,908,0,0,908,8,Muskeget,4,41.3,-70.25666667
1/30/2014,Tuckernuck Shoals,0,0,0,0,9,Muskeget,4,41.3,-70.22166667
2/25/2014,Tuckernuck Shoals,0,101,0,101,9,Muskeget,4,41.3,-70.22166667
3/28/2014,Tuckernuck Shoals,0,39,0,39,9,Muskeget,4,41.3,-70.22166667
4/14/2014,Tuckernuck Shoals,0,51,0,51,9,Muskeget,4,41.3,-70.22166667
5/13/2014,Tuckernuck Shoals,0,0,0,0,9,Muskeget,4,41.3,-70.22166667
6/11/2014,Tuckernuck Shoals,111,0,3,114,9,Muskeget,4,41.3,-70.22166667
7/10/2014,Tuckernuck Shoals,71,0,0,71,9,Muskeget,4,41.3,-70.22166667
8/8/2014,Tuckernuck Shoals,0,0,0,0,9,Muskeget,4,41.3,-70.22166667
9/5/2014,Tuckernuck Shoals,431,0,0,431,9,Muskeget,4,41.3,-70.22166667
10/6/2014,Tuckernuck Shoals,0,0,0,0,9,Muskeget,4,41.3,-70.22166667
11/4/2014,Tuckernuck Shoals,7,68,3,78,9,Muskeget,4,41.3,-70.22166667
12/2/2014,Tuckernuck Shoals,1,143,0,144,9,Muskeget,4,41.3,-70.22166667
2/1/2015,Tuckernuck Shoals,0,0,0,0,9,Muskeget,4,41.3,-70.22166667
2/24/2015,Tuckernuck Shoals,0,0,0,0,9,Muskeget,4,41.3,-70.22166667
3/24/2015,Tuckernuck Shoals,0,79,0,79,9,Muskeget,4,41.3,-70.22166667
4/15/2015,Tuckernuck Shoals,0,0,0,0,9,Muskeget,4,41.3,-70.22166667
5/13/2015,Tuckernuck Shoals,1683,31,11,1725,9,Muskeget,4,41.3,-70.22166667
6/10/2015,Tuckernuck Shoals,394,1,0,395,9,Muskeget,4,41.3,-70.22166667
7/29/2015,Tuckernuck Shoals,774,0,0,774,9,Muskeget,4,41.3,-70.22166667
8/26/2015,Tuckernuck Shoals,790,0,0,790,9,Muskeget,4,41.3,-70.22166667
9/24/2015,Tuckernuck Shoals,557,0,0,557,9,Muskeget,4,41.3,-70.22166667
10/24/2015,Tuckernuck Shoals,227,0,0,227,9,Muskeget,4,41.3,-70.22166667
11/7/2015,Tuckernuck Shoals,49,144,10,203,9,Muskeget,4,41.3,-70.22166667
12/7/2015,Tuckernuck Shoals,64,248,2,314,9,Muskeget,4,41.3,-70.22166667
